expense_id,trip_id,asset_id,expense_date,expense_category,expense_type,description,amount_usd,country,city,payment_method,vendor_name,receipt_number,reimbursement_status,approved_by
EXP-03034,TRP-1971,AST-029,2024-03-08,Border Fees,Operational,Kenya-Uganda border crossing fees,34.01,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-7365,Approved,Operations Manager
EXP-03035,TRP-1972,AST-098,2025-01-11,Fuel,Operational,Diesel fuel for Nakuru-Kisumu trip,116.93,Kenya,Nakuru,Company Card,Kobil Kenya,RCT-83625,Approved,Operations Manager
EXP-03036,TRP-1972,AST-098,2025-01-11,Tolls,Operational,Highway toll charges,23.14,Kenya,Nakuru,Cash,Highway Authority,TOLL-9832,Approved,Finance Manager
EXP-03037,TRP-1973,AST-119,2024-07-13,Fuel,Operational,Diesel fuel for Dire Dawa-Gulu trip,369.31,Ethiopia,Dire Dawa,Company Card,Shell Ethiopia,RCT-84089,Approved,Finance Manager
EXP-03038,TRP-1973,AST-119,2024-07-13,Border Fees,Operational,Ethiopia-Uganda border crossing fees,77.99,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-2636,Approved,Operations Manager
EXP-03039,TRP-1974,AST-026,2024-10-03,Fuel,Operational,Diesel fuel for Mbeya-Gisenyi trip,353.04,Tanzania,Mbeya,Company Card,Puma Energy Tanzania,RCT-97312,Approved,Finance Manager
EXP-03040,TRP-1974,AST-026,2024-10-03,Tolls,Operational,Highway toll charges,13.09,Tanzania,Mbeya,Cash,Highway Authority,TOLL-1179,Approved,Finance Manager
EXP-03041,TRP-1974,AST-026,2024-10-03,Border Fees,Operational,Tanzania-Rwanda border crossing fees,40.91,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-5406,Approved,Operations Manager
EXP-03042,TRP-1975,AST-015,2024-05-30,Fuel,Operational,Diesel fuel for Kampala-Butare trip,373.71,Uganda,Kampala,Company Card,Puma Energy Uganda,RCT-55909,Approved,Finance Manager
EXP-03043,TRP-1975,AST-015,2024-05-30,Tolls,Operational,Highway toll charges,22.77,Uganda,Kampala,Cash,Highway Authority,TOLL-3447,Approved,Finance Manager
EXP-03044,TRP-1975,AST-015,2024-05-30,Border Fees,Operational,Uganda-Rwanda border crossing fees,76.5,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-1908,Approved,Operations Manager
EXP-03045,TRP-1976,AST-010,2024-05-03,Fuel,Operational,Diesel fuel for Dar es Salaam-Mwanza trip,98.37,Tanzania,Dar es Salaam,Company Card,Shell Tanzania,RCT-98356,Approved,Operations Manager
EXP-03046,TRP-1977,AST-019,2024-09-27,Fuel,Operational,Diesel fuel for Nairobi-Nakuru trip,68.91,Kenya,Nairobi,Cash,Shell Kenya,RCT-74497,Approved,Finance Manager
EXP-03047,TRP-1978,AST-053,2024-08-15,Fuel,Operational,Diesel fuel for Gondar-Bahir Dar trip,86.18,Ethiopia,Gondar,Company Card,Shell Ethiopia,RCT-85742,Approved,Operations Manager
EXP-03048,TRP-1978,AST-053,2024-08-15,Tolls,Operational,Highway toll charges,6.83,Ethiopia,Gondar,Cash,Highway Authority,TOLL-7736,Approved,Finance Manager
EXP-03049,TRP-1979,AST-076,2024-02-22,Fuel,Operational,Diesel fuel for Mombasa-Kisumu trip,171.74,Kenya,Mombasa,Company Card,Kobil Kenya,RCT-84089,Approved,Operations Manager
EXP-03050,TRP-1980,AST-110,2024-12-03,Fuel,Operational,Diesel fuel for Gulu-Kampala trip,185.43,Uganda,Gulu,Cash,Total Uganda,RCT-76830,Approved,Finance Manager
EXP-03051,TRP-1981,AST-087,2024-04-13,Fuel,Operational,Diesel fuel for Arusha-Dar es Salaam trip,136.07,Tanzania,Arusha,Company Card,Puma Energy Tanzania,RCT-90374,Approved,Finance Manager
EXP-03052,TRP-1982,AST-041,2024-08-03,Fuel,Operational,Diesel fuel for Nakuru-Nakuru trip,24.68,Kenya,Nakuru,Company Card,Kobil Kenya,RCT-80048,Approved,Operations Manager
EXP-03053,TRP-1983,AST-097,2024-09-14,Fuel,Operational,Diesel fuel for Kisumu-Mombasa trip,106.71,Kenya,Kisumu,Cash,Puma Energy Kenya,RCT-93760,Approved,Finance Manager
EXP-03054,TRP-1984,AST-049,2024-12-26,Fuel,Operational,Diesel fuel for Nairobi-Kisumu trip,103.8,Kenya,Nairobi,Cash,Puma Energy Kenya,RCT-15999,Approved,Finance Manager
EXP-03055,TRP-1985,AST-049,2025-02-08,Fuel,Operational,Diesel fuel for Kisumu-Gondar trip,321.89,Kenya,Kisumu,Company Card,Puma Energy Kenya,RCT-59866,Approved,Operations Manager
EXP-03056,TRP-1985,AST-049,2025-02-08,Border Fees,Operational,Kenya-Ethiopia border crossing fees,77.53,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-4727,Approved,Operations Manager
EXP-03057,TRP-1986,AST-007,2024-05-24,Fuel,Operational,Diesel fuel for Mwanza-Dodoma trip,69.93,Tanzania,Mwanza,Cash,Puma Energy Tanzania,RCT-34405,Approved,Operations Manager
EXP-03058,TRP-1987,AST-037,2024-01-15,Fuel,Operational,Diesel fuel for Kisumu-Nairobi trip,188.28,Kenya,Kisumu,Cash,Puma Energy Kenya,RCT-11550,Approved,Operations Manager
EXP-03059,TRP-1987,AST-037,2024-01-15,Tolls,Operational,Highway toll charges,21.21,Kenya,Kisumu,Cash,Highway Authority,TOLL-8913,Approved,Finance Manager
EXP-03060,TRP-1988,AST-024,2024-09-10,Fuel,Operational,Diesel fuel for Arusha-Mbeya trip,83.5,Tanzania,Arusha,Cash,Shell Tanzania,RCT-61977,Approved,Finance Manager
EXP-03061,TRP-1988,AST-024,2024-09-10,Tolls,Operational,Highway toll charges,19.14,Tanzania,Arusha,Cash,Highway Authority,TOLL-8695,Approved,Finance Manager
EXP-03062,TRP-1989,AST-089,2024-10-13,Fuel,Operational,Diesel fuel for Mombasa-Nakuru trip,213.68,Kenya,Mombasa,Company Card,Puma Energy Kenya,RCT-23957,Approved,Finance Manager
EXP-03063,TRP-1990,AST-018,2024-11-16,Fuel,Operational,Diesel fuel for Mombasa-Dodoma trip,152.73,Kenya,Mombasa,Company Card,Kobil Kenya,RCT-23348,Approved,Operations Manager
EXP-03064,TRP-1990,AST-018,2024-11-16,Border Fees,Operational,Kenya-Tanzania border crossing fees,75.35,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-6856,Approved,Operations Manager
EXP-03065,TRP-1991,AST-019,2024-11-21,Fuel,Operational,Diesel fuel for Nairobi-Nairobi trip,19.57,Kenya,Nairobi,Company Card,Shell Kenya,RCT-20421,Approved,Finance Manager
EXP-03066,TRP-1992,AST-097,2024-07-02,Fuel,Operational,Diesel fuel for Nairobi-Jinja trip,199.19,Kenya,Nairobi,Cash,Total Kenya,RCT-15663,Approved,Operations Manager
EXP-03067,TRP-1992,AST-097,2024-07-02,Border Fees,Operational,Kenya-Uganda border crossing fees,72.97,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-6911,Approved,Operations Manager
EXP-03068,TRP-1993,AST-115,2024-04-25,Fuel,Operational,Diesel fuel for Arusha-Arusha trip,33.5,Tanzania,Arusha,Cash,Kobil Tanzania,RCT-84517,Approved,Finance Manager
EXP-03069,TRP-1994,AST-049,2024-02-15,Fuel,Operational,Diesel fuel for Nakuru-Mombasa trip,106.19,Kenya,Nakuru,Company Card,Total Kenya,RCT-53179,Approved,Finance Manager
EXP-03070,TRP-1994,AST-049,2024-02-15,Tolls,Operational,Highway toll charges,7.87,Kenya,Nakuru,Cash,Highway Authority,TOLL-9326,Approved,Finance Manager
EXP-03071,TRP-1995,AST-079,2024-10-12,Fuel,Operational,Diesel fuel for Arusha-Nairobi trip,248.47,Tanzania,Arusha,Cash,Kobil Tanzania,RCT-22687,Approved,Operations Manager
EXP-03072,TRP-1995,AST-079,2024-10-12,Border Fees,Operational,Tanzania-Kenya border crossing fees,46.62,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-7136,Approved,Operations Manager
EXP-03073,TRP-1996,AST-088,2024-08-26,Fuel,Operational,Diesel fuel for Dire Dawa-Gondar trip,135.36,Ethiopia,Dire Dawa,Company Card,Kobil Ethiopia,RCT-76553,Approved,Finance Manager
EXP-03074,TRP-1996,AST-088,2024-08-26,Tolls,Operational,Highway toll charges,7.56,Ethiopia,Dire Dawa,Cash,Highway Authority,TOLL-3413,Approved,Finance Manager
EXP-03075,TRP-1997,AST-027,2024-11-23,Fuel,Operational,Diesel fuel for Nairobi-Mombasa trip,127.34,Kenya,Nairobi,Cash,Kobil Kenya,RCT-85574,Approved,Finance Manager
EXP-03076,TRP-1998,AST-046,2025-01-16,Fuel,Operational,Diesel fuel for Nairobi-Jinja trip,384.98,Kenya,Nairobi,Cash,Puma Energy Kenya,RCT-19513,Approved,Finance Manager
EXP-03077,TRP-1998,AST-046,2025-01-16,Border Fees,Operational,Kenya-Uganda border crossing fees,59.33,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-5630,Approved,Operations Manager
EXP-03078,TRP-1999,AST-010,2025-01-02,Fuel,Operational,Diesel fuel for Mbeya-Mekele trip,108.22,Tanzania,Mbeya,Company Card,Shell Tanzania,RCT-79370,Approved,Finance Manager
EXP-03079,TRP-1999,AST-010,2025-01-02,Border Fees,Operational,Tanzania-Ethiopia border crossing fees,50.47,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-1037,Approved,Operations Manager
EXP-03080,TRP-2000,AST-088,2024-08-19,Fuel,Operational,Diesel fuel for Dire Dawa-Gondar trip,162.85,Ethiopia,Dire Dawa,Company Card,Kobil Ethiopia,RCT-18764,Approved,Operations Manager
EXP-03081,TRP-2000,AST-088,2024-08-19,Tolls,Operational,Highway toll charges,6.88,Ethiopia,Dire Dawa,Cash,Highway Authority,TOLL-1407,Approved,Finance Manager
EXP-03082,TRP-2001,AST-012,2024-01-27,Fuel,Operational,Diesel fuel for Mbeya-Arusha trip,78.67,Tanzania,Mbeya,Cash,Puma Energy Tanzania,RCT-42683,Approved,Operations Manager
EXP-03083,TRP-2001,AST-012,2024-01-27,Tolls,Operational,Highway toll charges,10.12,Tanzania,Mbeya,Cash,Highway Authority,TOLL-7611,Approved,Finance Manager
EXP-03084,TRP-2002,AST-029,2024-01-24,Fuel,Operational,Diesel fuel for Kisumu-Nakuru trip,134.94,Kenya,Kisumu,Company Card,Kobil Kenya,RCT-28893,Approved,Finance Manager
EXP-03085,TRP-2003,AST-027,2024-11-10,Fuel,Operational,Diesel fuel for Mombasa-Mombasa trip,16.33,Kenya,Mombasa,Company Card,Shell Kenya,RCT-77853,Approved,Finance Manager
EXP-03086,TRP-2004,AST-098,2024-06-10,Fuel,Operational,Diesel fuel for Eldoret-Gisenyi trip,203.1,Kenya,Eldoret,Company Card,Puma Energy Kenya,RCT-21041,Approved,Finance Manager
EXP-03087,TRP-2004,AST-098,2024-06-10,Tolls,Operational,Highway toll charges,14.19,Kenya,Eldoret,Cash,Highway Authority,TOLL-5355,Approved,Finance Manager
EXP-03088,TRP-2004,AST-098,2024-06-10,Border Fees,Operational,Kenya-Rwanda border crossing fees,53.51,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-7086,Approved,Operations Manager
EXP-03089,TRP-2005,AST-013,2024-06-27,Fuel,Operational,Diesel fuel for Jinja-Mbarara trip,57.32,Uganda,Jinja,Company Card,Puma Energy Uganda,RCT-21919,Approved,Finance Manager
EXP-03090,TRP-2006,AST-077,2024-05-02,Fuel,Operational,Diesel fuel for Dar es Salaam-Mbeya trip,140.49,Tanzania,Dar es Salaam,Company Card,Kobil Tanzania,RCT-93223,Approved,Finance Manager
EXP-03091,TRP-2006,AST-077,2024-05-02,Tolls,Operational,Highway toll charges,9.87,Tanzania,Dar es Salaam,Cash,Highway Authority,TOLL-9081,Approved,Finance Manager
EXP-03092,TRP-2007,AST-027,2024-11-11,Fuel,Operational,Diesel fuel for Eldoret-Kisumu trip,83.09,Kenya,Eldoret,Cash,Puma Energy Kenya,RCT-45323,Approved,Finance Manager
EXP-03093,TRP-2007,AST-027,2024-11-11,Tolls,Operational,Highway toll charges,17.72,Kenya,Eldoret,Cash,Highway Authority,TOLL-3179,Approved,Finance Manager
EXP-03094,TRP-2008,AST-077,2024-08-26,Fuel,Operational,Diesel fuel for Arusha-Arusha trip,15.09,Tanzania,Arusha,Company Card,Shell Tanzania,RCT-97673,Approved,Finance Manager
EXP-03095,TRP-2008,AST-077,2024-08-26,Tolls,Operational,Highway toll charges,6.53,Tanzania,Arusha,Cash,Highway Authority,TOLL-3691,Approved,Finance Manager
EXP-03096,TRP-2009,AST-014,2024-07-13,Fuel,Operational,Diesel fuel for Gondar-Gondar trip,15.84,Ethiopia,Gondar,Company Card,Total Ethiopia,RCT-82201,Approved,Finance Manager
EXP-03097,TRP-2009,AST-014,2024-07-13,Tolls,Operational,Highway toll charges,23.83,Ethiopia,Gondar,Cash,Highway Authority,TOLL-6379,Approved,Finance Manager
EXP-03098,TRP-2010,AST-024,2024-10-02,Fuel,Operational,Diesel fuel for Dar es Salaam-Mbeya trip,125.43,Tanzania,Dar es Salaam,Cash,Puma Energy Tanzania,RCT-90408,Approved,Finance Manager
EXP-03099,TRP-2011,AST-041,2024-12-30,Fuel,Operational,Diesel fuel for Nairobi-Nairobi trip,14.45,Kenya,Nairobi,Cash,Puma Energy Kenya,RCT-59566,Approved,Finance Manager
EXP-03100,TRP-2012,AST-043,2024-09-01,Fuel,Operational,Diesel fuel for Mbeya-Arusha trip,40.47,Tanzania,Mbeya,Company Card,Shell Tanzania,RCT-66999,Approved,Finance Manager
EXP-03101,TRP-2013,AST-107,2024-02-18,Fuel,Operational,Diesel fuel for Kisumu-Nakuru trip,167.63,Kenya,Kisumu,Cash,Total Kenya,RCT-33299,Approved,Finance Manager
EXP-03102,TRP-2014,AST-027,2025-01-06,Fuel,Operational,Diesel fuel for Mombasa-Nairobi trip,167.8,Kenya,Mombasa,Company Card,Total Kenya,RCT-69479,Approved,Finance Manager
EXP-03103,TRP-2015,AST-004,2024-10-27,Fuel,Operational,Diesel fuel for Dar es Salaam-Jinja trip,153.42,Tanzania,Dar es Salaam,Company Card,Kobil Tanzania,RCT-53876,Approved,Finance Manager
EXP-03104,TRP-2015,AST-004,2024-10-27,Border Fees,Operational,Tanzania-Uganda border crossing fees,51.67,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-6428,Approved,Operations Manager
EXP-03105,TRP-2016,AST-029,2024-11-16,Fuel,Operational,Diesel fuel for Nakuru-Mombasa trip,198.05,Kenya,Nakuru,Cash,Total Kenya,RCT-23900,Approved,Finance Manager
EXP-03106,TRP-2017,AST-038,2025-01-24,Fuel,Operational,Diesel fuel for Kisumu-Bahir Dar trip,150.78,Kenya,Kisumu,Company Card,Total Kenya,RCT-42504,Approved,Finance Manager
EXP-03107,TRP-2018,AST-075,2025-01-31,Fuel,Operational,Diesel fuel for Kisumu-Butare trip,201.77,Kenya,Kisumu,Company Card,Puma Energy Kenya,RCT-12327,Approved,Operations Manager
EXP-03108,TRP-2018,AST-075,2025-01-31,Tolls,Operational,Highway toll charges,9.79,Kenya,Kisumu,Cash,Highway Authority,TOLL-7109,Approved,Finance Manager
EXP-03109,TRP-2018,AST-075,2025-01-31,Border Fees,Operational,Kenya-Rwanda border crossing fees,56.78,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-1307,Approved,Operations Manager
EXP-03110,TRP-2019,AST-041,2024-10-23,Fuel,Operational,Diesel fuel for Mombasa-Mbeya trip,339.68,Kenya,Mombasa,Company Card,Puma Energy Kenya,RCT-20091,Approved,Finance Manager
EXP-03111,TRP-2019,AST-041,2024-10-23,Border Fees,Operational,Kenya-Tanzania border crossing fees,71.04,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-9784,Approved,Operations Manager
EXP-03112,TRP-2020,AST-063,2024-03-05,Fuel,Operational,Diesel fuel for Arusha-Mbeya trip,78.53,Tanzania,Arusha,Company Card,Total Tanzania,RCT-61998,Approved,Operations Manager
EXP-03113,TRP-2021,AST-003,2024-03-22,Fuel,Operational,Diesel fuel for Eldoret-Mekele trip,187.81,Kenya,Eldoret,Cash,Shell Kenya,RCT-29643,Approved,Operations Manager
EXP-03114,TRP-2021,AST-003,2024-03-22,Tolls,Operational,Highway toll charges,20.61,Kenya,Eldoret,Cash,Highway Authority,TOLL-7431,Approved,Finance Manager
EXP-03115,TRP-2021,AST-003,2024-03-22,Border Fees,Operational,Kenya-Ethiopia border crossing fees,61.6,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-9352,Approved,Operations Manager
EXP-03116,TRP-2022,AST-019,2024-09-12,Fuel,Operational,Diesel fuel for Mombasa-Nakuru trip,124.18,Kenya,Mombasa,Cash,Kobil Kenya,RCT-22717,Approved,Operations Manager
EXP-03117,TRP-2023,AST-029,2024-09-26,Fuel,Operational,Diesel fuel for Nairobi-Nakuru trip,134.71,Kenya,Nairobi,Company Card,Total Kenya,RCT-78601,Approved,Finance Manager
EXP-03118,TRP-2024,AST-034,2024-04-30,Fuel,Operational,Diesel fuel for Bahir Dar-Bahir Dar trip,15.23,Ethiopia,Bahir Dar,Cash,Puma Energy Ethiopia,RCT-71674,Approved,Finance Manager
EXP-03119,TRP-2024,AST-034,2024-04-30,Tolls,Operational,Highway toll charges,8.67,Ethiopia,Bahir Dar,Cash,Highway Authority,TOLL-1371,Approved,Finance Manager
EXP-03120,TRP-2025,AST-088,2024-04-01,Fuel,Operational,Diesel fuel for Dire Dawa-Jinja trip,365.4,Ethiopia,Dire Dawa,Company Card,Shell Ethiopia,RCT-56742,Approved,Finance Manager
EXP-03121,TRP-2025,AST-088,2024-04-01,Border Fees,Operational,Ethiopia-Uganda border crossing fees,79.79,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-8390,Approved,Operations Manager
EXP-03122,TRP-2026,AST-028,2024-12-29,Fuel,Operational,Diesel fuel for Mombasa-Dodoma trip,163.11,Kenya,Mombasa,Cash,Shell Kenya,RCT-99445,Approved,Operations Manager
EXP-03123,TRP-2026,AST-028,2024-12-29,Border Fees,Operational,Kenya-Tanzania border crossing fees,52.28,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-5396,Approved,Operations Manager
EXP-03124,TRP-2027,AST-110,2024-01-26,Fuel,Operational,Diesel fuel for Entebbe-Entebbe trip,32.31,Uganda,Entebbe,Cash,Shell Uganda,RCT-62689,Approved,Finance Manager
EXP-03125,TRP-2028,AST-018,2024-09-11,Fuel,Operational,Diesel fuel for Nakuru-Eldoret trip,142.87,Kenya,Nakuru,Company Card,Kobil Kenya,RCT-87892,Approved,Finance Manager
EXP-03126,TRP-2029,AST-020,2024-04-01,Fuel,Operational,Diesel fuel for Gisenyi-Cyangugu trip,129.14,Rwanda,Gisenyi,Cash,Shell Rwanda,RCT-64075,Approved,Finance Manager
EXP-03127,TRP-2030,AST-031,2024-01-29,Fuel,Operational,Diesel fuel for Kigali-Gisenyi trip,62.07,Rwanda,Kigali,Cash,Shell Rwanda,RCT-25494,Approved,Finance Manager
EXP-03128,TRP-2030,AST-031,2024-01-29,Tolls,Operational,Highway toll charges,20.89,Rwanda,Kigali,Cash,Highway Authority,TOLL-7416,Approved,Finance Manager
EXP-03129,TRP-2031,AST-109,2024-07-29,Fuel,Operational,Diesel fuel for Kisumu-Nakuru trip,219.73,Kenya,Kisumu,Company Card,Kobil Kenya,RCT-95642,Approved,Finance Manager
EXP-03130,TRP-2032,AST-115,2024-03-22,Fuel,Operational,Diesel fuel for Dodoma-Kigali trip,119.3,Tanzania,Dodoma,Cash,Shell Tanzania,RCT-73567,Approved,Operations Manager
EXP-03131,TRP-2032,AST-115,2024-03-22,Border Fees,Operational,Tanzania-Rwanda border crossing fees,49.25,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-4397,Approved,Operations Manager
EXP-03132,TRP-2033,AST-056,2025-01-05,Fuel,Operational,Diesel fuel for Entebbe-Mbeya trip,211.52,Uganda,Entebbe,Company Card,Puma Energy Uganda,RCT-80503,Approved,Operations Manager
EXP-03133,TRP-2033,AST-056,2025-01-05,Border Fees,Operational,Uganda-Tanzania border crossing fees,42.91,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-6534,Approved,Operations Manager
EXP-03134,TRP-2034,AST-037,2024-06-22,Fuel,Operational,Diesel fuel for Kisumu-Mombasa trip,148.98,Kenya,Kisumu,Cash,Shell Kenya,RCT-99317,Approved,Operations Manager
EXP-03135,TRP-2035,AST-088,2025-01-19,Fuel,Operational,Diesel fuel for Dire Dawa-Dire Dawa trip,17.8,Ethiopia,Dire Dawa,Cash,Shell Ethiopia,RCT-12662,Approved,Operations Manager
EXP-03136,TRP-2036,AST-035,2024-07-22,Fuel,Operational,Diesel fuel for Entebbe-Mbarara trip,65.95,Uganda,Entebbe,Cash,Kobil Uganda,RCT-34408,Approved,Operations Manager
EXP-03137,TRP-2037,AST-089,2024-11-23,Fuel,Operational,Diesel fuel for Mombasa-Nairobi trip,174.66,Kenya,Mombasa,Company Card,Puma Energy Kenya,RCT-57161,Approved,Finance Manager
EXP-03138,TRP-2038,AST-045,2024-07-08,Fuel,Operational,Diesel fuel for Dire Dawa-Mekele trip,157.96,Ethiopia,Dire Dawa,Company Card,Shell Ethiopia,RCT-73840,Approved,Finance Manager
EXP-03139,TRP-2039,AST-075,2024-06-04,Fuel,Operational,Diesel fuel for Mombasa-Ruhengeri trip,126.83,Kenya,Mombasa,Company Card,Kobil Kenya,RCT-13778,Approved,Operations Manager
EXP-03140,TRP-2039,AST-075,2024-06-04,Tolls,Operational,Highway toll charges,20.79,Kenya,Mombasa,Cash,Highway Authority,TOLL-6156,Approved,Finance Manager
EXP-03141,TRP-2040,AST-014,2024-10-05,Fuel,Operational,Diesel fuel for Bahir Dar-Bahir Dar trip,20.91,Ethiopia,Bahir Dar,Company Card,Kobil Ethiopia,RCT-29608,Approved,Finance Manager
EXP-03142,TRP-2041,AST-067,2024-02-24,Fuel,Operational,Diesel fuel for Butare-Mbarara trip,288.62,Rwanda,Butare,Company Card,Shell Rwanda,RCT-13841,Approved,Finance Manager
EXP-03143,TRP-2042,AST-113,2024-05-27,Fuel,Operational,Diesel fuel for Gisenyi-Eldoret trip,126.93,Rwanda,Gisenyi,Company Card,Kobil Rwanda,RCT-44583,Approved,Finance Manager
EXP-03144,TRP-2042,AST-113,2024-05-27,Tolls,Operational,Highway toll charges,8.36,Rwanda,Gisenyi,Cash,Highway Authority,TOLL-7983,Approved,Finance Manager
EXP-03145,TRP-2042,AST-113,2024-05-27,Border Fees,Operational,Rwanda-Kenya border crossing fees,49.89,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-1951,Approved,Operations Manager
EXP-03146,TRP-2043,AST-055,2025-01-05,Fuel,Operational,Diesel fuel for Gisenyi-Kigali trip,153.42,Rwanda,Gisenyi,Cash,Puma Energy Rwanda,RCT-53818,Approved,Finance Manager
EXP-03147,TRP-2044,AST-053,2024-08-31,Fuel,Operational,Diesel fuel for Addis Ababa-Dodoma trip,143.45,Ethiopia,Addis Ababa,Cash,Shell Ethiopia,RCT-68570,Approved,Operations Manager
EXP-03148,TRP-2044,AST-053,2024-08-31,Border Fees,Operational,Ethiopia-Tanzania border crossing fees,48.62,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-5561,Approved,Operations Manager
EXP-03149,TRP-2045,AST-104,2024-01-29,Fuel,Operational,Diesel fuel for Mwanza-Dodoma trip,49.71,Tanzania,Mwanza,Company Card,Kobil Tanzania,RCT-95092,Approved,Operations Manager
EXP-03150,TRP-2046,AST-015,2024-03-12,Fuel,Operational,Diesel fuel for Entebbe-Mbeya trip,121.67,Uganda,Entebbe,Company Card,Total Uganda,RCT-50007,Approved,Operations Manager
EXP-03151,TRP-2046,AST-015,2024-03-12,Tolls,Operational,Highway toll charges,10.97,Uganda,Entebbe,Cash,Highway Authority,TOLL-6855,Approved,Finance Manager
EXP-03152,TRP-2046,AST-015,2024-03-12,Border Fees,Operational,Uganda-Tanzania border crossing fees,41.96,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-6155,Approved,Operations Manager
EXP-03153,TRP-2047,AST-090,2024-02-03,Fuel,Operational,Diesel fuel for Kigali-Gisenyi trip,82.85,Rwanda,Kigali,Cash,Kobil Rwanda,RCT-58293,Approved,Operations Manager
EXP-03154,TRP-2048,AST-077,2024-07-16,Fuel,Operational,Diesel fuel for Mwanza-Dodoma trip,112.59,Tanzania,Mwanza,Cash,Shell Tanzania,RCT-64093,Approved,Finance Manager
EXP-03155,TRP-2049,AST-001,2024-06-15,Fuel,Operational,Diesel fuel for Kampala-Gulu trip,100.56,Uganda,Kampala,Cash,Puma Energy Uganda,RCT-29340,Approved,Operations Manager
EXP-03156,TRP-2050,AST-003,2024-03-04,Fuel,Operational,Diesel fuel for Mombasa-Nairobi trip,154.95,Kenya,Mombasa,Company Card,Total Kenya,RCT-83689,Approved,Operations Manager
EXP-03157,TRP-2051,AST-048,2024-04-09,Fuel,Operational,Diesel fuel for Kisumu-Mombasa trip,96.24,Kenya,Kisumu,Company Card,Total Kenya,RCT-50022,Approved,Operations Manager
